prvdr_id,msr_cd,scr,sample,footnote
241379,IMM_1a,Not Available,Not Available,5
241380,IMM_2,89,139,
241380,IMM_1a,94,85,
241381,IMM_2,75,149,2
241381,IMM_1a,87,86,2
243302,IMM_2,Not Available,Not Available,5
243302,IMM_1a,Not Available,Not Available,5
250001,IMM_2,74,281,2
250001,IMM_1a,86,111,2
250002,IMM_2,82,165,2
250002,IMM_1a,87,135,2
250004,IMM_2,92,314,2
250004,IMM_1a,97,193,2
250006,IMM_2,83,213,2
250006,IMM_1a,93,83,2
250007,IMM_2,93,287,2
250007,IMM_1a,94,128,2
250009,IMM_2,93,358,
250009,IMM_1a,95,220,
250010,IMM_2,94,210,
250010,IMM_1a,92,177,
250012,IMM_2,57,74,2
250012,IMM_1a,59,64,2
250015,IMM_2,81,595,
250015,IMM_1a,90,336,
250017,IMM_2,58,151,2
250017,IMM_1a,69,117,2
250019,IMM_2,95,285,
250019,IMM_1a,95,182,
250020,IMM_2,98,164,
250020,IMM_1a,99,134,
250025,IMM_2,85,211,2
250025,IMM_1a,96,100,2
250027,IMM_2,86,112,
250027,IMM_1a,87,90,
250031,IMM_2,85,304,2
250031,IMM_1a,95,191,2
250034,IMM_2,93,271,2
250034,IMM_1a,94,171,2
250036,IMM_2,71,136,2
250036,IMM_1a,85,88,2
250038,IMM_2,90,135,2
250038,IMM_1a,97,65,2
250040,IMM_2,76,573,
250040,IMM_1a,82,355,
250042,IMM_2,70,262,2
250042,IMM_1a,63,158,2
250043,IMM_2,60,159,2
250043,IMM_1a,71,90,2
250044,IMM_2,100,162,2
250044,IMM_1a,100,130,2
250048,IMM_2,82,306,
250048,IMM_1a,88,204,
250049,IMM_2,44,154,2
250049,IMM_1a,38,133,2
250050,IMM_2,56,135,
250050,IMM_1a,64,61,
250051,IMM_2,80,41,
250051,IMM_1a,62,32,
250057,IMM_2,88,182,2
250057,IMM_1a,97,76,2
250058,IMM_2,45,283,
250058,IMM_1a,55,162,
250059,IMM_2,90,165,2
250059,IMM_1a,90,139,2
250060,IMM_2,0,88,2
250060,IMM_1a,0,53,2
250061,IMM_2,Not Available,Not Available,5
250061,IMM_1a,Not Available,Not Available,5
250067,IMM_2,48,160,2
250067,IMM_1a,78,78,2
250069,IMM_2,76,289,2
250069,IMM_1a,83,172,2
250072,IMM_2,98,285,2
250072,IMM_1a,98,157,2
250077,IMM_2,39,135,
250077,IMM_1a,78,79,
250078,IMM_2,70,314,2
250078,IMM_1a,93,167,2
250079,IMM_2,Not Available,Not Available,5
250079,IMM_1a,Not Available,Not Available,5
250081,IMM_2,96,26,
250081,IMM_1a,100,17,1
250082,IMM_2,79,248,
250082,IMM_1a,87,149,
250084,IMM_2,78,141,2
250084,IMM_1a,85,89,2
250085,IMM_2,84,152,2
250085,IMM_1a,86,117,2
250093,IMM_2,99,186,2
250093,IMM_1a,99,134,2
250094,IMM_2,89,256,2
250094,IMM_1a,91,143,2
250095,IMM_2,42,122,2
250095,IMM_1a,43,72,2
250096,IMM_2,91,257,2
250096,IMM_1a,95,150,2
250097,IMM_2,78,289,
250097,IMM_1a,79,193,
250099,IMM_2,80,307,2
250099,IMM_1a,97,178,2
250100,IMM_2,89,285,2
250100,IMM_1a,94,143,2
250102,IMM_2,82,333,2
250102,IMM_1a,80,243,2
250104,IMM_2,93,266,
250104,IMM_1a,92,159,
250117,IMM_2,91,191,2
250117,IMM_1a,95,142,2
250122,IMM_2,91,166,2
250122,IMM_1a,91,92,2
250123,IMM_2,97,190,2
250123,IMM_1a,87,114,2
250124,IMM_2,86,136,2
250124,IMM_1a,88,78,2
250126,IMM_2,80,148,2
250126,IMM_1a,82,100,2
250128,IMM_2,43,155,
250128,IMM_1a,57,72,
250134,IMM_2,65,69,
250134,IMM_1a,68,41,
250136,IMM_2,81,88,2
250136,IMM_1a,Too few cases,Too few cases,1
250138,IMM_2,97,262,2
250138,IMM_1a,95,128,2
250141,IMM_2,94,272,2
250141,IMM_1a,95,179,2
250151,IMM_2,0,11,1
250151,IMM_1a,Too few cases,Too few cases,1
250162,IMM_2,67,133,2
250162,IMM_1a,92,51,2
250163,IMM_2,0,48,
250163,IMM_1a,0,27,
251300,IMM_2,92,25,
251300,IMM_1a,100,15,1
251303,IMM_2,Not Available,Not Available,5
251303,IMM_1a,Not Available,Not Available,5
251305,IMM_2,Not Available,Not Available,5
251305,IMM_1a,Not Available,Not Available,5
251308,IMM_2,94,105,
251308,IMM_1a,100,92,
251309,IMM_2,Not Available,Not Available,5
251309,IMM_1a,Not Available,Not Available,5
251311,IMM_2,Not Available,Not Available,5
251311,IMM_1a,Not Available,Not Available,5
251312,IMM_2,Not Available,Not Available,5
251312,IMM_1a,Not Available,Not Available,5
251313,IMM_2,Not Available,Not Available,5
251313,IMM_1a,Not Available,Not Available,5
251315,IMM_2,Not Available,Not Available,5
251315,IMM_1a,Not Available,Not Available,5
251316,IMM_2,Not Available,Not Available,5
251316,IMM_1a,Not Available,Not Available,5
251317,IMM_2,Not Available,Not Available,5
251317,IMM_1a,Not Available,Not Available,5
251318,IMM_2,Not Available,Not Available,5
251318,IMM_1a,Not Available,Not Available,5
251319,IMM_2,Not Available,Not Available,5
251319,IMM_1a,Not Available,Not Available,5
251320,IMM_2,Not Available,Not Available,5
251320,IMM_1a,Not Available,Not Available,5
251322,IMM_2,Not Available,Not Available,5
251322,IMM_1a,Not Available,Not Available,5
251323,IMM_2,Not Available,Not Available,5
251323,IMM_1a,Not Available,Not Available,5
251324,IMM_2,73,79,2
251324,IMM_1a,73,64,2
251325,IMM_2,54,37,
251325,IMM_1a,50,30,
251326,IMM_2,44,63,2
251326,IMM_1a,44,50,2
251327,IMM_2,Not Available,Not Available,5
251327,IMM_1a,Not Available,Not Available,5
251330,IMM_2,Not Available,Not Available,5
251330,IMM_1a,Not Available,Not Available,5
251331,IMM_2,80,86,
251331,IMM_1a,79,61,
251332,IMM_2,Not Available,Not Available,5
251332,IMM_1a,Not Available,Not Available,5
251333,IMM_2,Not Available,Not Available,5
251333,IMM_1a,Not Available,Not Available,5
251334,IMM_2,Not Available,Not Available,5
251334,IMM_1a,Not Available,Not Available,5
251335,IMM_2,Not Available,Not Available,5
251335,IMM_1a,Not Available,Not Available,5
260001,IMM_2,Not Available,Not Available,5
260001,IMM_1a,Not Available,Not Available,5
260004,IMM_2,93,60,
260004,IMM_1a,91,55,
260005,IMM_2,96,281,
260005,IMM_1a,95,186,
260006,IMM_2,81,281,2
260006,IMM_1a,91,159,2
260009,IMM_2,99,287,2
260009,IMM_1a,98,187,2
260011,IMM_2,99,283,
260011,IMM_1a,98,179,
260015,IMM_2,98,187,2
260015,IMM_1a,98,93,2
260017,IMM_2,90,266,2
260017,IMM_1a,96,162,2
260020,IMM_2,78,235,2
260020,IMM_1a,81,104,2
260022,IMM_2,99,162,2
260022,IMM_1a,100,89,2
260023,IMM_2,86,301,
260023,IMM_1a,88,213,
260024,IMM_2,73,124,2
260024,IMM_1a,83,69,2
260025,IMM_2,75,388,2
260025,IMM_1a,81,269,2
260027,IMM_2,98,277,2
260027,IMM_1a,96,167,2
260032,IMM_2,94,281,2
260032,IMM_1a,87,169,2
260034,IMM_2,96,179,2
260034,IMM_1a,95,146,2
260040,IMM_2,95,275,
260040,IMM_1a,83,145,
260047,IMM_2,97,264,
260047,IMM_1a,99,171,
260048,IMM_2,85,290,2
260048,IMM_1a,88,146,2
260050,IMM_2,81,115,
260050,IMM_1a,80,60,
260052,IMM_2,95,272,2
260052,IMM_1a,97,159,2
260057,IMM_2,90,157,2
260057,IMM_1a,95,118,2
260059,IMM_2,85,130,2
260059,IMM_1a,96,90,2
260061,IMM_2,86,174,2
260061,IMM_1a,83,100,2
260062,IMM_2,82,262,
260062,IMM_1a,91,151,
260064,IMM_2,92,169,2
260064,IMM_1a,94,126,2
260065,IMM_2,89,261,2
260065,IMM_1a,93,151,2
260068,IMM_2,97,272,2
260068,IMM_1a,98,177,2
260070,IMM_2,8,346,2
260070,IMM_1a,10,324,2
260074,IMM_2,98,135,2
260074,IMM_1a,100,95,2
260077,IMM_2,95,302,
260077,IMM_1a,91,226,
260078,IMM_2,87,426,
260078,IMM_1a,84,304,
260080,IMM_2,89,70,
260080,IMM_1a,92,65,
260081,IMM_2,94,272,
260081,IMM_1a,95,170,
260085,IMM_2,74,273,2
260085,IMM_1a,82,184,2
260091,IMM_2,96,244,
260091,IMM_1a,93,101,
260094,IMM_2,90,279,2
260094,IMM_1a,95,190,2
260095,IMM_2,99,276,2
260095,IMM_1a,97,202,2
260096,IMM_2,92,288,2
260096,IMM_1a,95,195,2
260097,IMM_2,82,217,
260097,IMM_1a,88,124,
260102,IMM_2,87,246,2
260102,IMM_1a,78,74,2
260104,IMM_2,98,286,
260104,IMM_1a,95,194,
260105,IMM_2,99,306,2
260105,IMM_1a,99,191,2
260108,IMM_2,90,260,2
260108,IMM_1a,95,159,2
260110,IMM_2,87,467,2
260110,IMM_1a,85,304,2
260113,IMM_2,95,228,2
260113,IMM_1a,99,139,2
260115,IMM_2,91,133,2
260115,IMM_1a,90,62,2
260116,IMM_2,98,161,2
260116,IMM_1a,97,96,2
260119,IMM_2,94,264,2
260119,IMM_1a,96,160,2
260137,IMM_2,93,275,2
260137,IMM_1a,69,180,2
260138,IMM_2,81,280,
260138,IMM_1a,85,195,
260141,IMM_2,92,404,2
260141,IMM_1a,83,166,2
260142,IMM_2,89,159,2
260142,IMM_1a,94,112,2
260147,IMM_2,62,77,
260147,IMM_1a,57,67,
260160,IMM_2,83,197,
260160,IMM_1a,82,195,
260162,IMM_2,94,157,2
260162,IMM_1a,91,89,2
260163,IMM_2,95,187,2
260163,IMM_1a,93,135,2
260175,IMM_2,94,163,2
260175,IMM_1a,97,93,2
260176,IMM_2,99,290,2
260176,IMM_1a,98,219,2
260177,IMM_2,97,354,2
260177,IMM_1a,95,215,2
260179,IMM_2,72,278,2
260179,IMM_1a,79,192,2
260180,IMM_2,96,296,2
260180,IMM_1a,90,207,2
260183,IMM_2,92,291,
260183,IMM_1a,95,207,
260186,IMM_2,96,386,2
260186,IMM_1a,88,270,2
260190,IMM_2,100,198,2
260190,IMM_1a,100,156,2
260191,IMM_2,94,277,2
260191,IMM_1a,87,187,2
260193,IMM_2,91,208,2
260193,IMM_1a,95,138,2
260195,IMM_2,87,163,
260195,IMM_1a,89,105,
260200,IMM_2,99,272,
260200,IMM_1a,98,163,
260207,IMM_2,93,171,
260207,IMM_1a,94,139,
260209,IMM_2,85,106,
260209,IMM_1a,74,68,
260210,IMM_2,82,280,2
260210,IMM_1a,91,164,2
260211,IMM_2,Not Available,Not Available,5
260211,IMM_1a,Not Available,Not Available,5
260214,IMM_2,97,155,2
260214,IMM_1a,100,126,2
260216,IMM_2,95,256,
260216,IMM_1a,92,160,
260219,IMM_2,82,146,2
260219,IMM_1a,80,70,2
261303,IMM_2,Not Available,Not Available,5
261303,IMM_1a,Not Available,Not Available,5
261304,IMM_2,Not Available,Not Available,5
261304,IMM_1a,Not Available,Not Available,5
261305,IMM_2,Not Available,Not Available,5
261305,IMM_1a,Not Available,Not Available,5
261306,IMM_2,Not Available,Not Available,5
261306,IMM_1a,Not Available,Not Available,5
261307,IMM_2,Not Available,Not Available,5
261307,IMM_1a,Not Available,Not Available,5
261308,IMM_2,Not Available,Not Available,5
261308,IMM_1a,Not Available,Not Available,5
261309,IMM_2,70,182,
261309,IMM_1a,95,106,
261310,IMM_2,96,28,
261310,IMM_1a,100,27,
261311,IMM_2,Not Available,Not Available,5
261311,IMM_1a,Not Available,Not Available,5
261312,IMM_2,Not Available,Not Available,5
261312,IMM_1a,Not Available,Not Available,5
261314,IMM_2,Not Available,Not Available,5
261314,IMM_1a,Not Available,Not Available,5
261316,IMM_2,65,147,
261316,IMM_1a,96,73,
261317,IMM_2,86,66,
261317,IMM_1a,90,50,
261318,IMM_2,Not Available,Not Available,5
261318,IMM_1a,Not Available,Not Available,5
261319,IMM_2,Not Available,Not Available,5
261319,IMM_1a,Not Available,Not Available,5
261320,IMM_2,100,153,2
261320,IMM_1a,100,118,2
261321,IMM_2,Not Available,Not Available,5
261321,IMM_1a,Not Available,Not Available,5
261324,IMM_2,Not Available,Not Available,5
261324,IMM_1a,Not Available,Not Available,5
261325,IMM_2,Not Available,Not Available,5
261325,IMM_1a,Not Available,Not Available,5
261326,IMM_2,Not Available,Not Available,5
261326,IMM_1a,Not Available,Not Available,5
261327,IMM_2,Not Available,Not Available,5
261327,IMM_1a,Not Available,Not Available,5
261328,IMM_2,Not Available,Not Available,5
261328,IMM_1a,Not Available,Not Available,5
261329,IMM_2,Not Available,Not Available,5
261329,IMM_1a,Not Available,Not Available,5
261330,IMM_2,Not Available,Not Available,5
261330,IMM_1a,Not Available,Not Available,5
261331,IMM_2,Not Available,Not Available,5
261331,IMM_1a,Not Available,Not Available,5
261332,IMM_2,73,51,
261332,IMM_1a,67,39,
261333,IMM_2,Not Available,Not Available,5
261333,IMM_1a,Not Available,Not Available,5
261335,IMM_2,83,98,
261335,IMM_1a,85,80,
263302,IMM_2,Not Available,Not Available,5
263302,IMM_1a,Not Available,Not Available,5
270003,IMM_2,97,275,
270003,IMM_1a,90,174,
270004,IMM_2,96,284,2
270004,IMM_1a,98,153,2
270012,IMM_2,91,320,
270012,IMM_1a,88,208,
270014,IMM_2,94,308,2
270014,IMM_1a,92,213,2
270017,IMM_2,92,183,2
270017,IMM_1a,87,114,2
270023,IMM_2,92,240,
270023,IMM_1a,94,98,
270032,IMM_2,73,146,2
270032,IMM_1a,67,92,2
270049,IMM_2,83,280,2
270049,IMM_1a,89,177,2
270051,IMM_2,85,284,
270051,IMM_1a,96,167,
270057,IMM_2,95,273,
270057,IMM_1a,97,121,
270074,IMM_2,80,128,
270074,IMM_1a,92,49,
270086,IMM_2,70,136,
270086,IMM_1a,65,86,
270087,IMM_2,36,143,
270087,IMM_1a,42,83,
271300,IMM_2,Not Available,Not Available,5
271300,IMM_1a,Not Available,Not Available,5
271302,IMM_2,Not Available,Not Available,5
271302,IMM_1a,Not Available,Not Available,5
271303,IMM_2,Not Available,Not Available,5
271303,IMM_1a,Not Available,Not Available,5
271304,IMM_2,Not Available,Not Available,5
271304,IMM_1a,Not Available,Not Available,5
271305,IMM_2,Not Available,Not Available,5
271305,IMM_1a,Not Available,Not Available,5
271306,IMM_2,Not Available,Not Available,5
271306,IMM_1a,Not Available,Not Available,5
271307,IMM_2,Not Available,Not Available,5
271307,IMM_1a,Not Available,Not Available,5
271308,IMM_2,Not Available,Not Available,5
271308,IMM_1a,Not Available,Not Available,5
271309,IMM_2,Not Available,Not Available,5
271309,IMM_1a,Not Available,Not Available,5
271310,IMM_2,Not Available,Not Available,5
271310,IMM_1a,Not Available,Not Available,5
271311,IMM_2,Not Available,Not Available,5
271311,IMM_1a,Not Available,Not Available,5
271312,IMM_2,Not Available,Not Available,5
271312,IMM_1a,Not Available,Not Available,5
271313,IMM_2,Too few cases,Too few cases,1
271313,IMM_1a,Too few cases,Too few cases,1
271316,IMM_2,Not Available,Not Available,5
271316,IMM_1a,Not Available,Not Available,5
271317,IMM_2,Not Available,Not Available,5
271317,IMM_1a,Not Available,Not Available,5
271318,IMM_2,Not Available,Not Available,5
271318,IMM_1a,Not Available,Not Available,5
271319,IMM_2,Not Available,Not Available,5
271319,IMM_1a,Not Available,Not Available,5
271320,IMM_2,Not Available,Not Available,5
271320,IMM_1a,Not Available,Not Available,5
271322,IMM_2,Not Available,Not Available,5
271322,IMM_1a,Not Available,Not Available,5
271323,IMM_2,Too few cases,Too few cases,1
271323,IMM_1a,Too few cases,Too few cases,1
271324,IMM_2,Not Available,Not Available,5
271324,IMM_1a,Not Available,Not Available,5
271325,IMM_2,100,29,2
271325,IMM_1a,96,27,2
271326,IMM_2,Not Available,Not Available,5
271326,IMM_1a,Not Available,Not Available,5
271327,IMM_2,93,44,2
271327,IMM_1a,94,35,2
271328,IMM_2,100,22,1
271328,IMM_1a,100,20,1
271330,IMM_2,Not Available,Not Available,5
271330,IMM_1a,Not Available,Not Available,5
271332,IMM_2,Not Available,Not Available,5
271332,IMM_1a,Not Available,Not Available,5
271334,IMM_2,Not Available,Not Available,5
271334,IMM_1a,Not Available,Not Available,5
271335,IMM_2,Too few cases,Too few cases,1
271335,IMM_1a,Too few cases,Too few cases,1
271336,IMM_2,Not Available,Not Available,5
271336,IMM_1a,Not Available,Not Available,5
271337,IMM_2,Not Available,Not Available,5
271337,IMM_1a,Not Available,Not Available,5
271338,IMM_2,Not Available,Not Available,5
271338,IMM_1a,Not Available,Not Available,5
271339,IMM_2,Not Available,Not Available,5
271339,IMM_1a,Not Available,Not Available,5
271340,IMM_2,Not Available,Not Available,5
271340,IMM_1a,Not Available,Not Available,5
271341,IMM_2,Not Available,Not Available,5
271341,IMM_1a,Not Available,Not Available,5
271342,IMM_2,Not Available,Not Available,5
271342,IMM_1a,Not Available,Not Available,5
271343,IMM_2,89,123,
271343,IMM_1a,95,65,
271344,IMM_2,85,129,2
271344,IMM_1a,90,68,2
271345,IMM_2,71,55,2
271345,IMM_1a,65,54,2
271346,IMM_2,Too few cases,Too few cases,1
271346,IMM_1a,Too few cases,Too few cases,1
271347,IMM_2,74,135,2
271347,IMM_1a,76,86,2
280003,IMM_2,88,284,2
280003,IMM_1a,88,138,2
280009,IMM_2,89,269,
280009,IMM_1a,93,167,
280013,IMM_2,92,278,2
280013,IMM_1a,93,163,2
280020,IMM_2,95,312,2
280020,IMM_1a,93,199,2
280023,IMM_2,91,261,
280023,IMM_1a,90,157,
280030,IMM_2,98,267,2
280030,IMM_1a,97,135,2
280032,IMM_2,64,291,2
280032,IMM_1a,84,181,2
280040,IMM_2,89,287,
280040,IMM_1a,77,166,
280060,IMM_2,95,307,
280060,IMM_1a,91,166,
280061,IMM_2,43,309,
280061,IMM_1a,45,187,
280065,IMM_2,89,258,
280065,IMM_1a,89,149,
280077,IMM_2,93,178,2
280077,IMM_1a,90,124,2
280081,IMM_2,95,287,
280081,IMM_1a,91,136,
280105,IMM_2,100,143,
280105,IMM_1a,96,90,
280111,IMM_2,95,153,
280111,IMM_1a,96,90,
280125,IMM_2,91,238,
280125,IMM_1a,94,132,
280127,IMM_2,91,170,
280127,IMM_1a,86,104,
280128,IMM_2,94,156,2
280128,IMM_1a,91,128,2
280129,IMM_2,75,162,2
280129,IMM_1a,67,91,2
280130,IMM_2,96,301,
280130,IMM_1a,87,158,
280131,IMM_2,60,234,
280131,IMM_1a,62,79,
280132,IMM_2,91,147,2
280132,IMM_1a,97,86,2
280133,IMM_2,88,170,2
280133,IMM_1a,92,72,2
281300,IMM_2,Not Available,Not Available,5
281300,IMM_1a,Not Available,Not Available,5
281301,IMM_2,Not Available,Not Available,5
281301,IMM_1a,Not Available,Not Available,5
281302,IMM_2,Not Available,Not Available,5
281302,IMM_1a,Not Available,Not Available,5
281303,IMM_2,Not Available,Not Available,5
281303,IMM_1a,Not Available,Not Available,5
281304,IMM_2,Not Available,Not Available,5
281304,IMM_1a,Not Available,Not Available,5
281305,IMM_2,Not Available,Not Available,5
281305,IMM_1a,Not Available,Not Available,5
281306,IMM_2,Not Available,Not Available,5
281306,IMM_1a,Not Available,Not Available,5
281307,IMM_2,Not Available,Not Available,5
281307,IMM_1a,Not Available,Not Available,5
281308,IMM_2,Not Available,Not Available,5
281308,IMM_1a,Not Available,Not Available,5
281309,IMM_2,Not Available,Not Available,5
281309,IMM_1a,Not Available,Not Available,5
281310,IMM_2,Not Available,Not Available,5
281310,IMM_1a,Not Available,Not Available,5
281311,IMM_2,Not Available,Not Available,5
281311,IMM_1a,Not Available,Not Available,5
281312,IMM_2,Not Available,Not Available,5
281312,IMM_1a,Not Available,Not Available,5
281313,IMM_2,Not Available,Not Available,5
281313,IMM_1a,Not Available,Not Available,5
281314,IMM_2,Not Available,Not Available,5
281314,IMM_1a,Not Available,Not Available,5
281315,IMM_2,Not Available,Not Available,5
281315,IMM_1a,Not Available,Not Available,5
281316,IMM_2,Not Available,Not Available,5
281316,IMM_1a,Not Available,Not Available,5
281317,IMM_2,Not Available,Not Available,5
281317,IMM_1a,Not Available,Not Available,5
281318,IMM_2,Not Available,Not Available,5
281318,IMM_1a,Not Available,Not Available,5
281319,IMM_2,Not Available,Not Available,5
281319,IMM_1a,Not Available,Not Available,5
281320,IMM_2,Not Available,Not Available,5
281320,IMM_1a,Not Available,Not Available,5
281321,IMM_2,Not Available,Not Available,5
281321,IMM_1a,Not Available,Not Available,5
281322,IMM_2,Not Available,Not Available,5
281322,IMM_1a,Not Available,Not Available,5
281323,IMM_2,Not Available,Not Available,5
281323,IMM_1a,Not Available,Not Available,5
281324,IMM_2,Too few cases,Too few cases,1
281324,IMM_1a,Too few cases,Too few cases,1
281325,IMM_2,Not Available,Not Available,5
281325,IMM_1a,Not Available,Not Available,5
281326,IMM_2,Not Available,Not Available,5
281326,IMM_1a,Not Available,Not Available,5
281327,IMM_2,Not Available,Not Available,5
281327,IMM_1a,Not Available,Not Available,5
281328,IMM_2,Not Available,Not Available,5
281328,IMM_1a,Not Available,Not Available,5
281329,IMM_2,Not Available,Not Available,5
281329,IMM_1a,Not Available,Not Available,5
281330,IMM_2,Not Available,Not Available,5
281330,IMM_1a,Not Available,Not Available,5
281331,IMM_2,Not Available,Not Available,5
281331,IMM_1a,Not Available,Not Available,5
281332,IMM_2,Not Available,Not Available,5
281332,IMM_1a,Not Available,Not Available,5
281333,IMM_2,Not Available,Not Available,5
281333,IMM_1a,Not Available,Not Available,5
281334,IMM_2,Not Available,Not Available,5
281334,IMM_1a,Not Available,Not Available,5
281335,IMM_2,Not Available,Not Available,5
281335,IMM_1a,Not Available,Not Available,5
281336,IMM_2,Not Available,Not Available,5
281336,IMM_1a,Not Available,Not Available,5
281338,IMM_2,Not Available,Not Available,5
281338,IMM_1a,Not Available,Not Available,5
281339,IMM_2,Not Available,Not Available,5
281339,IMM_1a,Not Available,Not Available,5
281340,IMM_2,Not Available,Not Available,5
281340,IMM_1a,Not Available,Not Available,5
281341,IMM_2,Not Available,Not Available,5
281341,IMM_1a,Not Available,Not Available,5
281342,IMM_2,Not Available,Not Available,5
281342,IMM_1a,Not Available,Not Available,5
281343,IMM_2,Not Available,Not Available,5
281343,IMM_1a,Not Available,Not Available,5
281344,IMM_2,Not Available,Not Available,5
281344,IMM_1a,Not Available,Not Available,5
281345,IMM_2,Not Available,Not Available,5
281345,IMM_1a,Not Available,Not Available,5
281346,IMM_2,Not Available,Not Available,5
281346,IMM_1a,Not Available,Not Available,5
281347,IMM_2,Not Available,Not Available,5
281347,IMM_1a,Not Available,Not Available,5
281348,IMM_2,Not Available,Not Available,5
281348,IMM_1a,Not Available,Not Available,5
281349,IMM_2,Not Available,Not Available,5
281349,IMM_1a,Not Available,Not Available,5
281350,IMM_2,Not Available,Not Available,5
281350,IMM_1a,Not Available,Not Available,5
281351,IMM_2,Not Available,Not Available,5
281351,IMM_1a,Not Available,Not Available,5
281352,IMM_2,Not Available,Not Available,5
281352,IMM_1a,Not Available,Not Available,5
281353,IMM_2,Not Available,Not Available,5
281353,IMM_1a,Not Available,Not Available,5
281354,IMM_2,Not Available,Not Available,5
281354,IMM_1a,Not Available,Not Available,5
281355,IMM_2,Not Available,Not Available,5
281355,IMM_1a,Not Available,Not Available,5
281356,IMM_2,Not Available,Not Available,5
281356,IMM_1a,Not Available,Not Available,5
281357,IMM_2,Not Available,Not Available,5
281357,IMM_1a,Not Available,Not Available,5
281358,IMM_2,Not Available,Not Available,5
281358,IMM_1a,Not Available,Not Available,5
281359,IMM_2,Not Available,Not Available,5
281359,IMM_1a,Not Available,Not Available,5
281360,IMM_2,84,19,1
281360,IMM_1a,79,14,1
281361,IMM_2,Not Available,Not Available,5
281361,IMM_1a,Not Available,Not Available,5
281362,IMM_2,Not Available,Not Available,5
281362,IMM_1a,Not Available,Not Available,5
281363,IMM_2,Not Available,Not Available,5
281363,IMM_1a,Not Available,Not Available,5
281364,IMM_2,Not Available,Not Available,5
281364,IMM_1a,Not Available,Not Available,5
281365,IMM_2,Not Available,Not Available,5
281365,IMM_1a,Not Available,Not Available,5
283301,IMM_2,Not Available,Not Available,5
283301,IMM_1a,Not Available,Not Available,5
290001,IMM_2,96,431,2
290001,IMM_1a,95,244,2
290002,IMM_2,Not Available,Not Available,5
290002,IMM_1a,Not Available,Not Available,5
290003,IMM_2,90,268,2
290003,IMM_1a,85,135,2
290005,IMM_2,87,221,2
290005,IMM_1a,90,143,2
290006,IMM_2,97,123,2
290006,IMM_1a,92,76,2
290007,IMM_2,82,277,2
290007,IMM_1a,89,123,2
290008,IMM_2,91,127,2
290008,IMM_1a,95,62,2
290009,IMM_2,67,267,
290009,IMM_1a,78,142,
290012,IMM_2,96,316,
290012,IMM_1a,96,225,
290019,IMM_2,93,280,
290019,IMM_1a,93,186,
290020,IMM_2,Not Available,Not Available,5
290020,IMM_1a,Not Available,Not Available,5
290021,IMM_2,93,308,
290021,IMM_1a,97,198,
290022,IMM_2,93,304,
290022,IMM_1a,94,218,
290032,IMM_2,93,175,
290032,IMM_1a,95,122,
290039,IMM_2,100,270,2
290039,IMM_1a,98,179,2
290041,IMM_2,75,293,
290041,IMM_1a,93,166,
290045,IMM_2,93,304,
290045,IMM_1a,98,167,
290046,IMM_2,92,296,
290046,IMM_1a,90,198,
290047,IMM_2,98,256,2
290047,IMM_1a,98,147,2
290049,IMM_2,100,268,2
290049,IMM_1a,98,188,2
290051,IMM_2,3,202,
290051,IMM_1a,20,140,
290053,IMM_2,93,320,
290053,IMM_1a,99,204,
290054,IMM_2,82,291,
290054,IMM_1a,89,184,
291300,IMM_2,Not Available,Not Available,5
291300,IMM_1a,Not Available,Not Available,5
291301,IMM_2,Not Available,Not Available,5
291301,IMM_1a,Not Available,Not Available,5
291302,IMM_2,Not Available,Not Available,5
291302,IMM_1a,Not Available,Not Available,5
291303,IMM_2,Not Available,Not Available,5
291303,IMM_1a,Not Available,Not Available,5
291304,IMM_2,Not Available,Not Available,5
291304,IMM_1a,Not Available,Not Available,5
291306,IMM_2,Not Available,Not Available,5
291306,IMM_1a,Not Available,Not Available,5
291307,IMM_2,61,132,2
291307,IMM_1a,73,91,2
291308,IMM_2,Not Available,Not Available,5
291308,IMM_1a,Not Available,Not Available,5
291309,IMM_2,Not Available,Not Available,5
291309,IMM_1a,Not Available,Not Available,5
291311,IMM_2,Not Available,Not Available,5
291311,IMM_1a,Not Available,Not Available,5
291312,IMM_2,Not Available,Not Available,5
291312,IMM_1a,Not Available,Not Available,5
300001,IMM_2,97,275,
300001,IMM_1a,97,169,
300003,IMM_2,86,267,2
300003,IMM_1a,87,146,2
300005,IMM_2,91,173,2
300005,IMM_1a,91,127,2
300011,IMM_2,91,262,
300011,IMM_1a,95,168,
300012,IMM_2,97,265,2
300012,IMM_1a,92,151,2
300014,IMM_2,98,171,
300014,IMM_1a,99,117,
300017,IMM_2,96,172,2
300017,IMM_1a,90,117,2
300018,IMM_2,97,291,
300018,IMM_1a,98,203,
300019,IMM_2,98,161,
300019,IMM_1a,95,117,
300020,IMM_2,93,294,
300020,IMM_1a,91,149,
300023,IMM_2,73,283,
300023,IMM_1a,78,199,
300029,IMM_2,85,283,2
300029,IMM_1a,82,174,2
300034,IMM_2,100,264,
300034,IMM_1a,99,184,
301300,IMM_2,Not Available,Not Available,5
301300,IMM_1a,Not Available,Not Available,5
301301,IMM_2,73,95,2
301301,IMM_1a,79,71,2
301302,IMM_2,73,120,2
301302,IMM_1a,52,64,2
301303,IMM_2,Not Available,Not Available,5
301303,IMM_1a,Not Available,Not Available,5
301304,IMM_2,Not Available,Not Available,5
301304,IMM_1a,Not Available,Not Available,5
301305,IMM_2,Too few cases,Too few cases,1
