prvdr_id,msr_cd,scr,sample,footnote
140084,IMM_2,100,295,2
140084,IMM_1a,100,168,2
140088,IMM_2,97,360,2
140088,IMM_1a,95,157,2
140089,IMM_2,97,136,
140089,IMM_1a,99,94,
140091,IMM_2,94,255,2
140091,IMM_1a,92,155,2
140093,IMM_2,95,333,
140093,IMM_1a,93,261,
140095,IMM_2,85,247,2
140095,IMM_1a,90,110,2
140100,IMM_2,72,152,2
140100,IMM_1a,97,37,2
140101,IMM_2,75,235,
140101,IMM_1a,86,145,
140103,IMM_2,51,283,
140103,IMM_1a,71,127,
140110,IMM_2,94,156,
140110,IMM_1a,97,108,
140113,IMM_2,90,285,
140113,IMM_1a,85,189,
140114,IMM_2,81,268,
140114,IMM_1a,95,167,
140115,IMM_2,95,300,2
140115,IMM_1a,95,228,2
140116,IMM_2,95,291,
140116,IMM_1a,95,182,
140117,IMM_2,90,292,
140117,IMM_1a,90,212,
140118,IMM_2,99,253,
140118,IMM_1a,98,171,
140119,IMM_2,97,287,2
140119,IMM_1a,94,136,2
140120,IMM_2,92,176,2
140120,IMM_1a,99,123,2
140122,IMM_2,93,258,2
140122,IMM_1a,98,137,2
140124,IMM_2,65,306,2
140124,IMM_1a,41,207,2
140125,IMM_2,94,347,2
140125,IMM_1a,93,212,2
140127,IMM_2,96,308,
140127,IMM_1a,97,178,
140130,IMM_2,89,302,
140130,IMM_1a,86,149,
140133,IMM_2,96,299,2
140133,IMM_1a,96,232,2
140135,IMM_2,76,295,2
140135,IMM_1a,85,162,2
140137,IMM_2,88,132,2
140137,IMM_1a,91,88,2
140143,IMM_2,85,134,2
140143,IMM_1a,93,92,2
140145,IMM_2,98,138,
140145,IMM_1a,97,62,
140147,IMM_2,95,133,2
140147,IMM_1a,92,72,2
140148,IMM_2,90,292,2
140148,IMM_1a,95,180,2
140150,IMM_2,63,276,
140150,IMM_1a,68,145,
140151,IMM_2,76,179,2
140151,IMM_1a,87,89,2
140155,IMM_2,93,317,
140155,IMM_1a,94,204,
140158,IMM_2,78,255,2
140158,IMM_1a,80,154,2
140160,IMM_2,94,232,2
140160,IMM_1a,98,166,2
140161,IMM_2,82,379,
140161,IMM_1a,88,243,
140162,IMM_2,93,288,
140162,IMM_1a,92,185,
140164,IMM_2,96,273,
140164,IMM_1a,96,158,
140166,IMM_2,87,283,
140166,IMM_1a,85,191,
140167,IMM_2,86,136,
140167,IMM_1a,94,101,
140172,IMM_2,99,563,2
140172,IMM_1a,98,385,2
140174,IMM_2,84,308,
140174,IMM_1a,85,198,
140176,IMM_2,93,280,
140176,IMM_1a,92,177,
140177,IMM_2,63,291,
140177,IMM_1a,70,139,
140179,IMM_2,90,278,
140179,IMM_1a,91,182,
140180,IMM_2,92,461,
140180,IMM_1a,91,280,
140181,IMM_2,66,214,
140181,IMM_1a,63,175,
140182,IMM_2,97,312,
140182,IMM_1a,95,174,
140184,IMM_2,98,265,2
140184,IMM_1a,98,152,2
140185,IMM_2,94,306,
140185,IMM_1a,90,217,
140186,IMM_2,74,288,
140186,IMM_1a,87,167,
140187,IMM_2,95,296,
140187,IMM_1a,90,172,
140189,IMM_2,81,273,2
140189,IMM_1a,74,175,2
140191,IMM_2,100,367,2
140191,IMM_1a,100,279,2
140197,IMM_2,73,214,
140197,IMM_1a,63,126,
140200,IMM_2,98,281,2
140200,IMM_1a,98,190,2
140202,IMM_2,84,299,
140202,IMM_1a,91,167,
140206,IMM_2,45,258,2
140206,IMM_1a,64,106,2
140208,IMM_2,90,319,
140208,IMM_1a,92,192,
140209,IMM_2,73,291,2
140209,IMM_1a,89,177,2
140210,IMM_2,82,153,
140210,IMM_1a,85,99,
140211,IMM_2,95,255,2
140211,IMM_1a,98,135,2
140213,IMM_2,98,272,
140213,IMM_1a,94,158,
140217,IMM_2,99,268,
140217,IMM_1a,100,213,
140223,IMM_2,90,301,
140223,IMM_1a,92,159,
140224,IMM_2,80,305,
140224,IMM_1a,87,169,
140228,IMM_2,87,255,
140228,IMM_1a,91,149,
140231,IMM_2,95,286,2
140231,IMM_1a,86,153,2
140233,IMM_2,88,328,
140233,IMM_1a,90,250,
140234,IMM_2,71,122,2
140234,IMM_1a,85,85,2
140239,IMM_2,92,306,2
140239,IMM_1a,89,191,2
140240,IMM_2,89,272,
140240,IMM_1a,90,162,
140242,IMM_2,78,270,2
140242,IMM_1a,78,138,2
140250,IMM_2,96,329,
140250,IMM_1a,96,232,
140251,IMM_2,97,325,
140251,IMM_1a,98,250,
140252,IMM_2,83,273,
140252,IMM_1a,91,178,
140258,IMM_2,92,323,2
140258,IMM_1a,96,207,2
140275,IMM_2,98,236,
140275,IMM_1a,94,152,
140276,IMM_2,96,289,2
140276,IMM_1a,85,141,2
140280,IMM_2,96,255,
140280,IMM_1a,94,163,
140281,IMM_2,99,302,2
140281,IMM_1a,82,111,2
140286,IMM_2,92,256,
140286,IMM_1a,95,160,
140288,IMM_2,92,319,
140288,IMM_1a,91,209,
140289,IMM_2,93,246,
140289,IMM_1a,90,140,
140290,IMM_2,99,303,2
140290,IMM_1a,97,145,2
140291,IMM_2,96,305,
140291,IMM_1a,95,189,
140292,IMM_2,82,242,2
140292,IMM_1a,82,114,2
140294,IMM_2,94,157,2
140294,IMM_1a,98,123,2
140300,IMM_2,52,162,2
140300,IMM_1a,26,107,2
140304,IMM_2,89,255,2
140304,IMM_1a,90,139,2
141300,IMM_2,Not Available,Not Available,5
141300,IMM_1a,Not Available,Not Available,5
141301,IMM_2,Not Available,Not Available,5
141301,IMM_1a,Not Available,Not Available,5
141302,IMM_2,Not Available,Not Available,5
141302,IMM_1a,Not Available,Not Available,5
141303,IMM_2,Not Available,Not Available,5
141303,IMM_1a,Not Available,Not Available,5
141304,IMM_2,Not Available,Not Available,5
141304,IMM_1a,Not Available,Not Available,5
141306,IMM_2,Not Available,Not Available,5
141306,IMM_1a,Not Available,Not Available,5
141307,IMM_2,96,23,1
141307,IMM_1a,100,18,1
141309,IMM_2,97,74,
141309,IMM_1a,97,72,
141310,IMM_2,Not Available,Not Available,5
141310,IMM_1a,Not Available,Not Available,5
141311,IMM_2,95,202,
141311,IMM_1a,96,158,
141312,IMM_2,Not Available,Not Available,5
141312,IMM_1a,Not Available,Not Available,5
141313,IMM_2,Not Available,Not Available,5
141313,IMM_1a,Not Available,Not Available,5
141315,IMM_2,Not Available,Not Available,5
141315,IMM_1a,Not Available,Not Available,5
141316,IMM_2,Not Available,Not Available,5
141316,IMM_1a,Not Available,Not Available,5
141317,IMM_2,Not Available,Not Available,5
141317,IMM_1a,Not Available,Not Available,5
141318,IMM_2,91,65,
141318,IMM_1a,85,62,
141319,IMM_2,Not Available,Not Available,5
141319,IMM_1a,Not Available,Not Available,5
141320,IMM_2,Not Available,Not Available,5
141320,IMM_1a,Not Available,Not Available,5
141322,IMM_2,96,133,2
141322,IMM_1a,93,91,2
141324,IMM_2,Not Available,Not Available,5
141324,IMM_1a,Not Available,Not Available,5
141325,IMM_2,Not Available,Not Available,5
141325,IMM_1a,Not Available,Not Available,5
141326,IMM_2,Not Available,Not Available,5
141326,IMM_1a,Not Available,Not Available,5
141327,IMM_2,Not Available,Not Available,5
141327,IMM_1a,Not Available,Not Available,5
141328,IMM_2,Not Available,Not Available,5
141328,IMM_1a,Not Available,Not Available,5
141330,IMM_2,Not Available,Not Available,5
141330,IMM_1a,Not Available,Not Available,5
141331,IMM_2,Not Available,Not Available,5
141331,IMM_1a,Not Available,Not Available,5
141332,IMM_2,Not Available,Not Available,5
141332,IMM_1a,Not Available,Not Available,5
141333,IMM_2,Not Available,Not Available,5
141333,IMM_1a,Not Available,Not Available,5
141334,IMM_2,91,180,
141334,IMM_1a,91,141,
141335,IMM_2,96,131,
141335,IMM_1a,95,92,
141336,IMM_2,Not Available,Not Available,5
141336,IMM_1a,Not Available,Not Available,5
141337,IMM_2,Not Available,Not Available,5
141337,IMM_1a,Not Available,Not Available,5
141338,IMM_2,Not Available,Not Available,5
141338,IMM_1a,Not Available,Not Available,5
141339,IMM_2,98,160,2
141339,IMM_1a,97,133,2
141340,IMM_2,89,132,
141340,IMM_1a,94,78,
141341,IMM_2,Not Available,Not Available,5
141341,IMM_1a,Not Available,Not Available,5
141342,IMM_2,97,153,2
141342,IMM_1a,98,128,2
141343,IMM_2,Not Available,Not Available,5
141343,IMM_1a,Not Available,Not Available,5
141344,IMM_2,Not Available,Not Available,5
141344,IMM_1a,Not Available,Not Available,5
141345,IMM_2,Not Available,Not Available,5
141345,IMM_1a,Not Available,Not Available,5
141346,IMM_2,Not Available,Not Available,5
141346,IMM_1a,Not Available,Not Available,5
141347,IMM_2,Not Available,Not Available,5
141347,IMM_1a,Not Available,Not Available,5
141348,IMM_2,99,166,2
141348,IMM_1a,98,135,2
141349,IMM_2,Not Available,Not Available,5
141349,IMM_1a,Not Available,Not Available,5
141350,IMM_2,Not Available,Not Available,5
141350,IMM_1a,Not Available,Not Available,5
141351,IMM_2,100,147,2
141351,IMM_1a,98,108,2
150001,IMM_2,86,166,2
150001,IMM_1a,82,116,2
150002,IMM_2,83,269,2
150002,IMM_1a,78,176,2
150003,IMM_2,98,194,2
150003,IMM_1a,95,154,2
150004,IMM_2,95,290,2
150004,IMM_1a,93,222,2
150005,IMM_2,87,1421,
150005,IMM_1a,83,915,
150006,IMM_2,86,270,2
150006,IMM_1a,81,189,2
150007,IMM_2,69,311,2
150007,IMM_1a,72,200,2
150008,IMM_2,94,309,
150008,IMM_1a,98,229,
150009,IMM_2,93,322,
150009,IMM_1a,92,210,
150010,IMM_2,99,250,2
150010,IMM_1a,100,141,2
150011,IMM_2,94,266,2
150011,IMM_1a,95,177,2
150012,IMM_2,90,297,
150012,IMM_1a,78,205,
150015,IMM_2,97,309,2
150015,IMM_1a,97,209,2
150017,IMM_2,97,316,2
150017,IMM_1a,97,219,2
150018,IMM_2,99,271,2
150018,IMM_1a,99,193,2
150021,IMM_2,89,316,
150021,IMM_1a,91,186,
150022,IMM_2,99,164,2
150022,IMM_1a,99,141,2
150023,IMM_2,87,415,2
150023,IMM_1a,94,311,2
150024,IMM_2,26,282,2
150024,IMM_1a,33,141,2
150026,IMM_2,95,269,
150026,IMM_1a,83,172,
150030,IMM_2,100,153,2
150030,IMM_1a,100,94,2
150034,IMM_2,100,315,
150034,IMM_1a,100,253,
150035,IMM_2,96,303,2
150035,IMM_1a,92,174,2
150037,IMM_2,97,173,
150037,IMM_1a,96,108,
150038,IMM_2,94,146,
150038,IMM_1a,91,100,
150042,IMM_2,99,281,
150042,IMM_1a,100,181,
150044,IMM_2,85,306,2
150044,IMM_1a,94,221,2
150045,IMM_2,97,116,2
150045,IMM_1a,97,69,2
150046,IMM_2,100,273,2
150046,IMM_1a,99,184,2
150047,IMM_2,93,207,2
150047,IMM_1a,90,128,2
150048,IMM_2,90,287,
150048,IMM_1a,94,222,
150051,IMM_2,96,329,
150051,IMM_1a,95,211,
150056,IMM_2,81,278,2
150056,IMM_1a,76,135,2
150057,IMM_2,80,364,2
150057,IMM_1a,90,235,2
150058,IMM_2,98,263,2
150058,IMM_1a,99,153,2
150059,IMM_2,92,274,2
150059,IMM_1a,89,237,2
150061,IMM_2,16,256,2
150061,IMM_1a,20,172,2
150064,IMM_2,96,137,2
150064,IMM_1a,96,101,2
150065,IMM_2,97,263,2
150065,IMM_1a,92,151,2
150069,IMM_2,97,183,2
150069,IMM_1a,98,120,2
150072,IMM_2,77,479,
150072,IMM_1a,98,274,
150074,IMM_2,68,282,
150074,IMM_1a,70,211,
150075,IMM_2,99,138,2
150075,IMM_1a,98,97,2
150076,IMM_2,97,145,
150076,IMM_1a,96,98,
150082,IMM_2,97,321,
150082,IMM_1a,94,217,
150084,IMM_2,70,277,2
150084,IMM_1a,77,142,2
150086,IMM_2,97,216,2
150086,IMM_1a,93,138,2
150088,IMM_2,93,282,2
150088,IMM_1a,95,209,2
150089,IMM_2,94,284,2
150089,IMM_1a,85,184,2
150090,IMM_2,91,290,2
150090,IMM_1a,89,191,2
150091,IMM_2,98,160,
150091,IMM_1a,100,95,
150097,IMM_2,84,178,
150097,IMM_1a,99,110,
150100,IMM_2,97,294,2
150100,IMM_1a,96,193,2
150101,IMM_2,89,152,
150101,IMM_1a,93,107,
150102,IMM_2,84,193,
150102,IMM_1a,82,160,
150104,IMM_2,86,135,2
150104,IMM_1a,94,80,2
150109,IMM_2,98,261,2
150109,IMM_1a,99,145,2
150112,IMM_2,91,497,2
150112,IMM_1a,93,320,2
150113,IMM_2,91,277,
150113,IMM_1a,92,202,
150115,IMM_2,96,249,
150115,IMM_1a,95,149,
150125,IMM_2,98,308,
150125,IMM_1a,96,215,
150126,IMM_2,98,269,2
150126,IMM_1a,95,173,2
150128,IMM_2,62,266,
150128,IMM_1a,75,175,
150129,IMM_2,100,154,2
150129,IMM_1a,98,114,2
150133,IMM_2,98,220,2
150133,IMM_1a,95,152,2
150146,IMM_2,91,136,
150146,IMM_1a,99,92,
150149,IMM_2,92,755,
150149,IMM_1a,26,27,
150150,IMM_2,89,223,2
150150,IMM_1a,78,76,2
150153,IMM_2,83,279,2
150153,IMM_1a,79,223,2
150154,IMM_2,76,159,
150154,IMM_1a,67,139,
150157,IMM_2,90,233,2
150157,IMM_1a,79,123,2
150158,IMM_2,86,291,2
150158,IMM_1a,91,170,2
150160,IMM_2,58,156,
150160,IMM_1a,62,100,
150161,IMM_2,85,270,2
150161,IMM_1a,70,98,2
150162,IMM_2,85,314,2
150162,IMM_1a,93,210,2
150163,IMM_2,97,144,
150163,IMM_1a,95,84,
150164,IMM_2,40,322,
150164,IMM_1a,43,237,
150165,IMM_2,99,276,
150165,IMM_1a,98,178,
150166,IMM_2,81,189,2
150166,IMM_1a,81,88,2
150167,IMM_2,87,159,
150167,IMM_1a,89,102,
150168,IMM_2,98,163,2
150168,IMM_1a,94,109,2
150169,IMM_2,61,248,
150169,IMM_1a,73,137,
150172,IMM_2,73,66,
150172,IMM_1a,77,31,
150173,IMM_2,92,274,2
150173,IMM_1a,94,187,2
150175,IMM_2,99,157,
150175,IMM_1a,94,125,
150176,IMM_2,80,198,
150176,IMM_1a,83,119,
150177,IMM_2,17,245,
150177,IMM_1a,37,119,
150179,IMM_2,Not Available,Not Available,5
150179,IMM_1a,Not Available,Not Available,5
151300,IMM_2,Not Available,Not Available,5
151300,IMM_1a,Not Available,Not Available,5
151301,IMM_2,Not Available,Not Available,5
151301,IMM_1a,Not Available,Not Available,5
151302,IMM_2,98,109,
151302,IMM_1a,97,96,
151303,IMM_2,Not Available,Not Available,5
151303,IMM_1a,Not Available,Not Available,5
151304,IMM_2,92,85,
151304,IMM_1a,87,62,
151305,IMM_2,77,138,
151305,IMM_1a,87,90,
151306,IMM_2,Not Available,Not Available,5
151306,IMM_1a,Not Available,Not Available,5
151307,IMM_2,97,190,
151307,IMM_1a,98,165,
151308,IMM_2,Not Available,Not Available,5
151308,IMM_1a,Not Available,Not Available,5
151309,IMM_2,81,146,2
151309,IMM_1a,89,103,2
151310,IMM_2,Not Available,Not Available,5
151310,IMM_1a,Not Available,Not Available,5
151311,IMM_2,96,245,
151311,IMM_1a,94,200,
151312,IMM_2,Not Available,Not Available,5
151312,IMM_1a,Not Available,Not Available,5
151314,IMM_2,Not Available,Not Available,5
151314,IMM_1a,Not Available,Not Available,5
151315,IMM_2,78,245,2
151315,IMM_1a,85,186,2
151316,IMM_2,85,216,
151316,IMM_1a,88,121,
151317,IMM_2,Not Available,Not Available,5
151317,IMM_1a,Not Available,Not Available,5
151318,IMM_2,99,135,2
151318,IMM_1a,100,100,2
151319,IMM_2,Not Available,Not Available,5
151319,IMM_1a,Not Available,Not Available,5
151320,IMM_2,84,264,
151320,IMM_1a,86,199,
151322,IMM_2,Not Available,Not Available,5
151322,IMM_1a,Not Available,Not Available,5
151323,IMM_2,91,142,
151323,IMM_1a,92,62,
151324,IMM_2,Not Available,Not Available,5
151324,IMM_1a,Not Available,Not Available,5
151325,IMM_2,81,147,
151325,IMM_1a,74,125,
151326,IMM_2,98,293,
151326,IMM_1a,98,201,
151327,IMM_2,Not Available,Not Available,5
151327,IMM_1a,Not Available,Not Available,5
151328,IMM_2,Not Available,Not Available,5
151328,IMM_1a,Not Available,Not Available,5
151329,IMM_2,Not Available,Not Available,5
151329,IMM_1a,Not Available,Not Available,5
151330,IMM_2,Not Available,Not Available,5
151330,IMM_1a,Not Available,Not Available,5
151331,IMM_2,69,146,2
151331,IMM_1a,78,114,2
151332,IMM_2,Not Available,Not Available,5
151332,IMM_1a,Not Available,Not Available,5
151333,IMM_2,Not Available,Not Available,5
151333,IMM_1a,Not Available,Not Available,5
151334,IMM_2,Not Available,Not Available,5
151334,IMM_1a,Not Available,Not Available,5
151335,IMM_2,98,164,2
151335,IMM_1a,98,88,2
160001,IMM_2,88,195,2
160001,IMM_1a,77,118,2
160005,IMM_2,28,555,2
160005,IMM_1a,62,300,2
160008,IMM_2,79,325,
160008,IMM_1a,66,237,
160013,IMM_2,98,160,
160013,IMM_1a,98,122,
160016,IMM_2,78,205,
160016,IMM_1a,72,136,
160024,IMM_2,83,248,
160024,IMM_1a,87,180,
160028,IMM_2,96,305,
160028,IMM_1a,88,169,
160029,IMM_2,93,273,
160029,IMM_1a,93,176,
160030,IMM_2,97,286,
160030,IMM_1a,97,188,
160032,IMM_2,91,150,2
160032,IMM_1a,93,136,2
160033,IMM_2,95,304,
160033,IMM_1a,94,206,
160040,IMM_2,84,146,2
160040,IMM_1a,86,94,2
160045,IMM_2,89,254,
160045,IMM_1a,90,144,
160047,IMM_2,42,190,
160047,IMM_1a,78,139,
160057,IMM_2,83,297,
160057,IMM_1a,95,192,
160058,IMM_2,87,271,2
160058,IMM_1a,85,113,2
160064,IMM_2,91,308,2
160064,IMM_1a,83,181,2
160067,IMM_2,80,259,2
160067,IMM_1a,90,122,2
160069,IMM_2,97,273,
160069,IMM_1a,89,161,
160079,IMM_2,91,278,
160079,IMM_1a,93,194,
160080,IMM_2,95,277,2
160080,IMM_1a,96,189,2
160082,IMM_2,84,250,
160082,IMM_1a,78,125,
160083,IMM_2,93,386,
160083,IMM_1a,93,200,
160089,IMM_2,87,169,2
160089,IMM_1a,81,108,2
160101,IMM_2,84,190,2
160101,IMM_1a,76,50,2
160104,IMM_2,94,176,
160104,IMM_1a,95,112,
160110,IMM_2,95,277,
160110,IMM_1a,94,184,
160112,IMM_2,73,145,2
160112,IMM_1a,90,83,2
160117,IMM_2,93,216,
160117,IMM_1a,89,135,
160122,IMM_2,95,128,2
160122,IMM_1a,99,81,2
160124,IMM_2,91,185,
160124,IMM_1a,91,115,
160146,IMM_2,98,239,
160146,IMM_1a,94,121,
160147,IMM_2,100,135,2
160147,IMM_1a,97,76,2
160153,IMM_2,94,325,2
160153,IMM_1a,86,200,2
161300,IMM_2,Not Available,Not Available,5
161300,IMM_1a,Not Available,Not Available,5
161301,IMM_2,Not Available,Not Available,5
161301,IMM_1a,Not Available,Not Available,5
161302,IMM_2,Not Available,Not Available,5
161302,IMM_1a,Not Available,Not Available,5
161303,IMM_2,95,64,
161303,IMM_1a,89,47,
161304,IMM_2,Not Available,Not Available,5
161304,IMM_1a,Not Available,Not Available,5
161306,IMM_2,Not Available,Not Available,5
161306,IMM_1a,Not Available,Not Available,5
161307,IMM_2,Not Available,Not Available,5
161307,IMM_1a,Not Available,Not Available,5
161308,IMM_2,Not Available,Not Available,5
161308,IMM_1a,Not Available,Not Available,5
161309,IMM_2,Not Available,Not Available,5
161309,IMM_1a,Not Available,Not Available,5
161310,IMM_2,Not Available,Not Available,5
161310,IMM_1a,Not Available,Not Available,5
161311,IMM_2,Not Available,Not Available,5
161311,IMM_1a,Not Available,Not Available,5
161312,IMM_2,Not Available,Not Available,5
161312,IMM_1a,Not Available,Not Available,5
161313,IMM_2,100,30,
161313,IMM_1a,100,25,
161316,IMM_2,Not Available,Not Available,5
161316,IMM_1a,Not Available,Not Available,5
161317,IMM_2,Not Available,Not Available,5
161317,IMM_1a,Not Available,Not Available,5
161318,IMM_2,Not Available,Not Available,5
161318,IMM_1a,Not Available,Not Available,5
161319,IMM_2,Not Available,Not Available,5
161319,IMM_1a,Not Available,Not Available,5
161320,IMM_2,Not Available,Not Available,5
161320,IMM_1a,Not Available,Not Available,5
161321,IMM_2,Not Available,Not Available,5
161321,IMM_1a,Not Available,Not Available,5
161322,IMM_2,73,26,
161322,IMM_1a,50,22,1
161325,IMM_2,Not Available,Not Available,5
161325,IMM_1a,Not Available,Not Available,5
161326,IMM_2,Not Available,Not Available,5
161326,IMM_1a,Not Available,Not Available,5
161327,IMM_2,Not Available,Not Available,5
161327,IMM_1a,Not Available,Not Available,5
161328,IMM_2,Not Available,Not Available,5
161328,IMM_1a,Not Available,Not Available,5
161329,IMM_2,92,37,
161329,IMM_1a,90,30,
161330,IMM_2,Not Available,Not Available,5
161330,IMM_1a,Not Available,Not Available,5
161331,IMM_2,Too few cases,Too few cases,1
161331,IMM_1a,Too few cases,Too few cases,1
161332,IMM_2,Not Available,Not Available,5
161332,IMM_1a,Not Available,Not Available,5
161333,IMM_2,Not Available,Not Available,5
161333,IMM_1a,Not Available,Not Available,5
161335,IMM_2,79,14,1
161335,IMM_1a,83,12,1
161336,IMM_2,Too few cases,Too few cases,1
161336,IMM_1a,Too few cases,Too few cases,1
161337,IMM_2,Not Available,Not Available,5
161337,IMM_1a,Not Available,Not Available,5
161338,IMM_2,Not Available,Not Available,5
161338,IMM_1a,Not Available,Not Available,5
161339,IMM_2,Not Available,Not Available,5
161339,IMM_1a,Not Available,Not Available,5
161340,IMM_2,Not Available,Not Available,5
161340,IMM_1a,Not Available,Not Available,5
161341,IMM_2,Not Available,Not Available,5
161341,IMM_1a,Not Available,Not Available,5
161342,IMM_2,Not Available,Not Available,5
161342,IMM_1a,Not Available,Not Available,5
161343,IMM_2,Not Available,Not Available,5
161343,IMM_1a,Not Available,Not Available,5
161344,IMM_2,Not Available,Not Available,5
161344,IMM_1a,Not Available,Not Available,5
161345,IMM_2,Not Available,Not Available,5
161345,IMM_1a,Not Available,Not Available,5
161346,IMM_2,Not Available,Not Available,5
161346,IMM_1a,Not Available,Not Available,5
161347,IMM_2,96,27,
161347,IMM_1a,88,25,
161348,IMM_2,Not Available,Not Available,5
161348,IMM_1a,Not Available,Not Available,5
161350,IMM_2,Not Available,Not Available,5
161350,IMM_1a,Not Available,Not Available,5
161351,IMM_2,96,149,2
161351,IMM_1a,99,109,2
161352,IMM_2,Not Available,Not Available,5
161352,IMM_1a,Not Available,Not Available,5
161353,IMM_2,Not Available,Not Available,5
161353,IMM_1a,Not Available,Not Available,5
161354,IMM_2,Not Available,Not Available,5
161354,IMM_1a,Not Available,Not Available,5
161355,IMM_2,76,55,
161355,IMM_1a,84,38,
161356,IMM_2,Not Available,Not Available,5
161356,IMM_1a,Not Available,Not Available,5
161357,IMM_2,Not Available,Not Available,5
161357,IMM_1a,Not Available,Not Available,5
161358,IMM_2,Not Available,Not Available,5
161358,IMM_1a,Not Available,Not Available,5
161359,IMM_2,91,22,1
161359,IMM_1a,91,22,1
161360,IMM_2,Not Available,Not Available,5
161360,IMM_1a,Not Available,Not Available,5
161361,IMM_2,Not Available,Not Available,5
161361,IMM_1a,Not Available,Not Available,5
161362,IMM_2,100,25,
161362,IMM_1a,96,24,1
161363,IMM_2,Not Available,Not Available,5
161363,IMM_1a,Not Available,Not Available,5
161364,IMM_2,Not Available,Not Available,5
161364,IMM_1a,Not Available,Not Available,5
161365,IMM_2,Not Available,Not Available,5
161365,IMM_1a,Not Available,Not Available,5
161366,IMM_2,Not Available,Not Available,5
161366,IMM_1a,Not Available,Not Available,5
161367,IMM_2,Not Available,Not Available,5
161367,IMM_1a,Not Available,Not Available,5
161368,IMM_2,Not Available,Not Available,5
161368,IMM_1a,Not Available,Not Available,5
161369,IMM_2,Not Available,Not Available,5
161369,IMM_1a,Not Available,Not Available,5
161370,IMM_2,Not Available,Not Available,5
161370,IMM_1a,Not Available,Not Available,5
161371,IMM_2,Not Available,Not Available,5
161371,IMM_1a,Not Available,Not Available,5
161372,IMM_2,Not Available,Not Available,5
161372,IMM_1a,Not Available,Not Available,5
161373,IMM_2,Not Available,Not Available,5
161373,IMM_1a,Not Available,Not Available,5
161374,IMM_2,Not Available,Not Available,5
161374,IMM_1a,Not Available,Not Available,5
161375,IMM_2,Not Available,Not Available,5
161375,IMM_1a,Not Available,Not Available,5
161376,IMM_2,Not Available,Not Available,5
161376,IMM_1a,Not Available,Not Available,5
161377,IMM_2,Not Available,Not Available,5
161377,IMM_1a,Not Available,Not Available,5
161378,IMM_2,Not Available,Not Available,5
161378,IMM_1a,Not Available,Not Available,5
161379,IMM_2,Not Available,Not Available,5
161379,IMM_1a,Not Available,Not Available,5
161380,IMM_2,Not Available,Not Available,5
161380,IMM_1a,Not Available,Not Available,5
161381,IMM_2,Not Available,Not Available,5
161381,IMM_1a,Not Available,Not Available,5
170001,IMM_2,67,127,
170001,IMM_1a,78,68,
170006,IMM_2,86,212,2
170006,IMM_1a,83,141,2
170009,IMM_2,98,145,2
170009,IMM_1a,96,107,2
170010,IMM_2,93,114,2
170010,IMM_1a,95,61,2
170012,IMM_2,74,324,2
170012,IMM_1a,80,182,2
170013,IMM_2,92,275,
170013,IMM_1a,92,189,
170014,IMM_2,99,131,
170014,IMM_1a,100,83,
170016,IMM_2,88,256,2
170016,IMM_1a,85,161,2
170017,IMM_2,90,129,
170017,IMM_1a,85,80,
170020,IMM_2,79,304,
170020,IMM_1a,83,213,
170023,IMM_2,82,159,
170023,IMM_1a,82,68,
170027,IMM_2,48,154,2
170027,IMM_1a,63,102,2
170039,IMM_2,73,146,
170039,IMM_1a,96,89,
170040,IMM_2,92,296,2
170040,IMM_1a,87,163,2
170049,IMM_2,93,272,
170049,IMM_1a,90,175,
170058,IMM_2,85,131,2
170058,IMM_1a,88,80,2
170068,IMM_2,73,104,
170068,IMM_1a,72,46,
170074,IMM_2,75,127,
170074,IMM_1a,88,83,
170075,IMM_2,48,79,
170075,IMM_1a,84,56,
170086,IMM_2,99,315,
170086,IMM_1a,99,188,
170094,IMM_2,80,158,2
170094,IMM_1a,87,99,2
170103,IMM_2,71,625,
170103,IMM_1a,66,399,
170104,IMM_2,81,264,2
170104,IMM_1a,93,134,2
170105,IMM_2,84,157,2
170105,IMM_1a,80,109,2
170109,IMM_2,99,129,
170109,IMM_1a,97,90,
170110,IMM_2,56,66,
170110,IMM_1a,71,38,
170120,IMM_2,88,154,
170120,IMM_1a,86,91,
170122,IMM_2,83,275,2
170122,IMM_1a,85,160,2
170123,IMM_2,97,226,2
170123,IMM_1a,94,93,2
170133,IMM_2,96,200,
170133,IMM_1a,100,90,
170137,IMM_2,88,274,
170137,IMM_1a,92,165,
170142,IMM_2,96,236,2
170142,IMM_1a,88,128,2
170145,IMM_2,91,142,
170145,IMM_1a,88,99,
170146,IMM_2,95,284,2
170146,IMM_1a,97,213,2
170150,IMM_2,95,204,
170150,IMM_1a,98,138,
170166,IMM_2,82,103,
170166,IMM_1a,80,75,
170175,IMM_2,88,135,2
170175,IMM_1a,93,57,2
170176,IMM_2,99,236,2
170176,IMM_1a,94,109,2
170182,IMM_2,98,261,2
170182,IMM_1a,96,159,2
170183,IMM_2,35,169,2
170183,IMM_1a,19,101,2
170185,IMM_2,75,248,
170185,IMM_1a,90,151,
170186,IMM_2,97,159,2
170186,IMM_1a,98,129,2
170187,IMM_2,97,148,
170187,IMM_1a,96,99,
170188,IMM_2,91,194,
170188,IMM_1a,81,98,
170190,IMM_2,47,103,
170190,IMM_1a,54,28,
170191,IMM_2,37,146,2
170191,IMM_1a,59,76,2
170194,IMM_2,21,38,
170194,IMM_1a,22,23,1
170195,IMM_2,96,53,
